year,ISO3,ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,UGA,Uganda,UG,Western,UG4,Buhweju,UG4101,81862,77973,159835,15125,13585,10513,8570,7089,6059,4813,3823,3204,2410,1884,1632,1130,673,562,426,364,15318,13305,10715,8732,6848,5303,4168,3309,2391,2077,1651,1451,987,561,510,338,309,30443,26890,21228,17302,13937,11362,8981,7132,5595,4487,3535,3083,2117,1234,1072,764,673
2022,UGA,Uganda,UG,Western,UG4,Buliisa,UG4102,83975,87281,171256,16645,12555,10009,9159,7721,6790,5614,3864,3167,2342,1957,1328,1091,585,504,305,339,17517,13665,10626,8771,9336,7991,5413,3768,2758,2025,1738,1410,926,513,342,239,243,34162,26220,20635,17930,17057,14781,11027,7632,5925,4367,3695,2738,2017,1098,846,544,582
2022,UGA,Uganda,UG,Western,UG4,Bundibugyo,UG4103,150814,140298,291112,29653,23084,18581,17199,13592,11527,9662,7313,5156,3940,3296,2233,2287,1161,1005,534,591,29888,23763,18362,15641,11934,9520,7508,5986,4271,3542,2853,2186,2013,1072,870,459,430,59541,46847,36943,32840,25526,21047,17170,13299,9427,7482,6149,4419,4300,2233,1875,993,1021
2022,UGA,Uganda,UG,Western,UG4,Bunyangabu,UG4104,108478,105389,213867,19959,16934,13552,11735,9111,8039,6725,5409,3828,2947,2794,2350,1721,1122,966,727,559,20543,17708,14293,12682,9214,7199,5595,4411,3335,2556,2214,1843,1381,873,731,523,288,40502,34642,27845,24417,18325,15238,12320,9820,7163,5503,5008,4193,3102,1995,1697,1250,847
2022,UGA,Uganda,UG,Western,UG4,Bushenyi,UG4105,135750,128498,264248,20015,18175,17019,17429,12477,10537,8935,7626,5645,4526,3619,2817,2217,1512,1339,942,920,20790,18961,17607,17206,12518,8922,7043,5963,4607,3770,3119,2485,1780,1152,1100,779,696,40805,37136,34626,34635,24995,19459,15978,13589,10252,8296,6738,5302,3997,2664,2439,1721,1616
2022,UGA,Uganda,UG,Western,UG4,Hoima,UG4106,209711,205126,414837,38365,29528,24591,24345,20712,17758,14099,10596,7867,5933,4342,3553,2727,1847,1440,1154,854,39696,31140,25692,22568,20084,15962,13090,9811,7462,5644,4500,3235,2234,1408,1070,800,730,78061,60668,50283,46913,40796,33720,27189,20407,15329,11577,8842,6788,4961,3255,2510,1954,1584
2022,UGA,Uganda,UG,Western,UG4,Ibanda,UG4107,154449,145553,300002,25100,22361,19166,17465,13459,11467,10052,8522,6511,5191,4131,3405,2699,1685,1385,981,869,25439,23162,19564,17728,13449,10008,8147,6626,5195,4308,3479,2886,2044,1246,973,662,637,50539,45523,38730,35193,26908,21475,18199,15148,11706,9499,7610,6291,4743,2931,2358,1643,1506
2022,UGA,Uganda,UG,Western,UG4,Isingiro,UG4108,345539,322085,667624,63715,54445,44358,34032,26865,24943,23488,18631,14569,10870,9062,6388,5238,3164,2518,1572,1681,63825,55196,45599,35006,25363,19514,17460,14071,11340,9615,8292,5917,4167,2478,1840,1108,1294,127540,109641,89957,69038,52228,44457,40948,32702,25909,20485,17354,12305,9405,5642,4358,2680,2975
2022,UGA,Uganda,UG,Western,UG4,Kabale,UG4109,135083,122946,258029,20603,17086,15963,15848,12482,10418,9486,7334,5881,4775,4277,3036,2688,1612,1552,992,1050,20728,17847,16072,15013,11965,9065,7442,5622,4353,3515,3120,2709,1946,1220,991,642,696,41331,34933,32035,30861,24447,19483,16928,12956,10234,8290,7397,5745,4634,2832,2543,1634,1746
2022,UGA,Uganda,UG,Western,UG4,Kabarole,UG4110,183704,183390,367094,31042,25944,21721,21051,17937,15164,12799,9297,6516,4920,4643,3526,3087,1871,1726,1124,1336,32587,26832,22111,21479,18826,14671,12002,9267,6578,4645,4031,3157,2580,1643,1262,754,965,63629,52776,43832,42530,36763,29835,24801,18564,13094,9565,8674,6683,5667,3514,2988,1878,2301
2022,UGA,Uganda,UG,Western,UG4,Kagadi,UG4111,246645,234897,481542,52070,39077,30795,26104,20954,17521,16050,11471,8918,6469,5221,3931,3230,1690,1397,863,884,51857,39825,31975,26753,20094,15195,12933,9511,7175,5435,4482,3521,2572,1374,1024,610,561,103927,78902,62770,52857,41048,32716,28983,20982,16093,11904,9703,7452,5802,3064,2421,1473,1445
2022,UGA,Uganda,UG,Western,UG4,Kakumiro,UG4112,290555,290930,581485,63479,45373,35491,28758,25563,23020,18904,13542,10231,7529,5751,4488,3244,1869,1484,1003,826,64226,46785,36282,30281,25249,21419,17719,13109,9520,7720,6316,4833,3131,1758,1206,756,620,127705,92158,71773,59039,50812,44439,36623,26651,19751,15249,12067,9321,6375,3627,2690,1759,1446
2022,UGA,Uganda,UG,Western,UG4,Kamwenge,UG4113,206127,196127,402254,42305,32701,24110,19522,17508,15897,14008,10129,7795,6164,4847,3884,3090,1523,1262,661,721,42718,33151,25489,20489,16111,13425,11139,8541,6288,4987,4516,3314,2529,1408,971,543,508,85023,65852,49599,40011,33619,29322,25147,18670,14083,11151,9363,7198,5619,2931,2233,1204,1229
2022,UGA,Uganda,UG,Western,UG4,Kanungu,UG4114,155873,143153,299026,25498,23221,19701,17195,12778,11281,10607,8382,6449,5166,4381,3613,2709,1795,1323,889,885,25961,23621,20183,17668,11665,9088,7626,6244,4932,4068,3556,2878,2203,1363,903,610,584,51459,46842,39884,34863,24443,20369,18233,14626,11381,9234,7937,6491,4912,3158,2226,1499,1469
2022,UGA,Uganda,UG,Western,UG4,Kasese,UG4115,445929,420419,866348,84597,67666,55716,49109,40533,34578,29049,22219,16851,12363,10884,7006,6323,2920,2972,1475,1668,86855,70218,56912,48527,36499,27517,22804,17586,13402,10441,9623,6641,5511,2894,2393,1237,1359,171452,137884,112628,97636,77032,62095,51853,39805,30253,22804,20507,13647,11834,5814,5365,2712,3027
2022,UGA,Uganda,UG,Western,UG4,Kazo,UG4116,125188,123021,248209,22141,18873,15555,13372,9999,9045,8211,6756,5507,4371,3560,2539,1875,1131,1002,557,694,22743,19603,16531,14370,10134,8150,6811,5339,4357,3882,3647,2624,1858,1046,861,454,611,44884,38476,32086,27742,20133,17195,15022,12095,9864,8253,7207,5163,3733,2177,1863,1011,1305
2022,UGA,Uganda,UG,Western,UG4,Kibaale,UG4117,116054,116433,232487,25919,18635,14129,11795,10282,8578,7224,5345,4009,2881,2218,1702,1219,662,638,410,408,26477,19077,14880,12597,10278,8317,6581,4810,3717,2737,2399,1794,1032,637,460,336,304,52396,37712,29009,24392,20560,16895,13805,10155,7726,5618,4617,3496,2251,1299,1098,746,712
2022,UGA,Uganda,UG,Western,UG4,Kikuube,UG4118,205898,212557,418455,43303,32193,24940,20173,18282,16210,14034,10206,7415,5548,4178,3041,2321,1410,1146,717,781,44276,34234,26954,21894,18488,15411,13300,9953,7847,5770,4588,3453,2507,1556,1115,639,572,87579,66427,51894,42067,36770,31621,27334,20159,15262,11318,8766,6494,4828,2966,2261,1356,1353
2022,UGA,Uganda,UG,Western,UG4,Kiruhura,UG4119,98549,105127,203676,17423,13551,11531,10560,8637,8166,7046,5556,4178,3305,2695,1957,1387,785,762,445,565,18223,14570,12255,11601,9762,8573,7020,5692,4464,3631,3139,2281,1484,916,679,411,426,35646,28121,23786,22161,18399,16739,14066,11248,8642,6936,5834,4238,2871,1701,1441,856,991
2022,UGA,Uganda,UG,Western,UG4,Kiryandongo,UG4120,174043,172293,346336,34036,27378,23045,19378,15183,12868,11365,8097,6231,4759,3592,2715,2057,1273,913,640,513,35734,29216,24030,20777,15071,11194,8985,6918,5414,4171,3470,2635,1910,1077,762,485,444,69770,56594,47075,40155,30254,24062,20350,15015,11645,8930,7062,5350,3967,2350,1675,1125,957
2022,UGA,Uganda,UG,Western,UG4,Kisoro,UG4121,189629,152794,342423,33138,27810,22971,21323,16028,13850,13155,8652,7491,5959,5366,4129,3625,1904,1859,1030,1339,33555,27757,22696,18287,10524,8066,6804,4954,3910,3447,3525,2892,2326,1456,1135,731,729,66693,55567,45667,39610,26552,21916,19959,13606,11401,9406,8891,7021,5951,3360,2994,1761,2068
2022,UGA,Uganda,UG,Western,UG4,Kitagwenda,UG4122,92530,86979,179509,16754,14542,11572,9079,7322,6761,6005,5023,3751,3025,2510,2033,1618,954,696,458,427,16936,15050,12010,9756,6840,5336,4583,3788,3015,2403,2140,1753,1269,816,616,343,325,33690,29592,23582,18835,14162,12097,10588,8811,6766,5428,4650,3786,2887,1770,1312,801,752
2022,UGA,Uganda,UG,Western,UG4,Kyegegwa,UG4123,269497,266699,536196,57280,41688,32851,27117,23826,20359,17433,12711,9682,7357,5208,3801,2490,3946,1729,1070,949,57964,42890,34929,28346,22699,18402,15351,11757,8820,7109,5868,3993,2633,3016,1388,809,725,115244,84578,67780,55463,46525,38761,32784,24468,18502,14466,11076,7794,5123,6962,3117,1879,1674
2022,UGA,Uganda,UG,Western,UG4,Kyenjojo,UG4124,297046,293989,591035,60585,46212,36012,31135,25847,21474,19218,13928,10446,7402,6125,4637,3677,4686,2484,1603,1575,62551,47866,37931,33279,26507,20517,16657,12247,9350,6723,5754,4312,2995,3259,1783,1236,1022,123136,94078,73943,64414,52354,41991,35875,26175,19796,14125,11879,8949,6672,7945,4267,2839,2597
2022,UGA,Uganda,UG,Western,UG4,Masindi,UG4125,184697,190294,374991,34117,27407,22115,20409,17696,15197,12474,9642,6808,5236,3801,3237,2256,1474,1227,865,736,34878,28176,22890,21230,19738,15934,12043,9318,7129,5377,4386,3182,2163,1470,1061,726,593,68995,55583,45005,41639,37434,31131,24517,18960,13937,10613,8187,6419,4419,2944,2288,1591,1329
2022,UGA,Uganda,UG,Western,UG4,Mbarara,UG4126,221338,209151,430489,33826,27648,24319,25820,25429,21569,16280,12743,8998,6799,5055,3900,2904,1950,1779,1115,1204,35022,28262,23575,23886,24494,18822,14260,11031,8043,6562,5035,3632,2452,1442,1046,756,831,68848,55910,47894,49706,49923,40391,30540,23774,17041,13361,10090,7532,5356,3392,2825,1871,2035
2022,UGA,Uganda,UG,Western,UG4,Mitooma,UG4127,109674,97210,206884,18231,16016,13743,12722,8458,7555,6866,5915,4572,3846,3336,2527,2007,1254,1134,748,744,19320,16695,14173,12630,7066,5270,4341,3557,3020,2565,2232,1963,1449,983,833,569,544,37551,32711,27916,25352,15524,12825,11207,9472,7592,6411,5568,4490,3456,2237,1967,1317,1288
2022,UGA,Uganda,UG,Western,UG4,Ntoroko,UG4128,40867,41972,82839,7915,6156,4922,4688,3591,3233,2831,1970,1468,1105,972,624,510,273,292,140,177,8274,6459,5306,4743,3696,3100,2605,2003,1481,1077,1086,726,600,299,260,112,145,16189,12615,10228,9431,7287,6333,5436,3973,2949,2182,2058,1350,1110,572,552,252,322
2022,UGA,Uganda,UG,Western,UG4,Ntungamo,UG4129,305480,281000,586480,53171,45443,38412,33702,24236,21300,19730,16206,12757,10287,8816,6616,5192,3209,2812,1760,1831,53894,46129,39186,33698,23023,17696,14770,11895,9421,8070,7160,5542,3990,2412,1816,1193,1105,107065,91572,77598,67400,47259,38996,34500,28101,22178,18357,15976,12158,9182,5621,4628,2953,2936
2022,UGA,Uganda,UG,Western,UG4,Rubanda,UG4130,123394,107722,231116,20931,17688,15337,13614,10170,8736,8177,6386,5282,4250,3844,2979,2248,1209,1071,688,784,21187,17834,15399,12625,8976,6595,5690,4350,3208,2757,2729,2177,1629,979,726,439,422,42118,35522,30736,26239,19146,15331,13867,10736,8490,7007,6573,5156,3877,2188,1797,1127,1206
2022,UGA,Uganda,UG,Western,UG4,Rubirizi,UG4131,81789,74389,156178,13864,12449,10897,8448,6293,5962,5359,4551,3488,2639,2075,1857,1453,890,750,420,394,14467,12933,11288,8652,5600,4317,3664,3141,2455,2038,1680,1402,982,630,540,344,256,28331,25382,22185,17100,11893,10279,9023,7692,5943,4677,3755,3259,2435,1520,1290,764,650
2022,UGA,Uganda,UG,Western,UG4,Rukiga,UG4132,58026,53059,111085,8944,8108,6992,6335,4781,4093,3686,3111,2556,2271,1948,1606,1247,735,650,466,497,9081,8142,7162,6518,4448,3485,2819,2322,1819,1618,1545,1376,1096,614,423,312,279,18025,16250,14154,12853,9229,7578,6505,5433,4375,3889,3493,2982,2343,1349,1073,778,776
2022,UGA,Uganda,UG,Western,UG4,Rukungiri,UG4133,186423,169023,355446,29350,26112,23429,21949,14750,12802,12148,10042,8202,6565,5679,4627,3575,2350,2083,1394,1366,30376,27165,23740,21750,14095,9920,8498,7086,5687,4954,4376,3725,2651,1738,1391,956,915,59726,53277,47169,43699,28845,22722,20646,17128,13889,11519,10055,8352,6226,4088,3474,2350,2281
2022,UGA,Uganda,UG,Western,UG4,Rwampara,UG4134,78361,74409,152770,13023,11802,9987,8542,6535,5664,4924,4070,3292,2664,2320,1638,1297,862,671,515,555,13784,11955,10454,8978,6351,4929,3967,3140,2494,2236,1812,1479,1028,628,472,340,362,26807,23757,20441,17520,12886,10593,8891,7210,5786,4900,4132,3117,2325,1490,1143,855,917
2022,UGA,Uganda,UG,Western,UG4,Sheema,UG4135,122874,112247,235121,18045,16417,15527,14719,10331,8957,8013,7195,5356,4553,3841,2831,2283,1563,1383,944,916,18118,16759,16151,14840,10239,7267,5735,4998,4153,3617,2931,2381,1659,1140,916,700,643,36163,33176,31678,29559,20570,16224,13748,12193,9509,8170,6772,5212,3942,2703,2299,1644,1559
